reviews,sentiment,aspect,aspect_codes_list,type_product
"nếu_như một ngày nào đó , mình nhận được một lá thư nhờ tư_vấn , liệu rằng mình sẽ trả_lời như thế_nào ? và phản_ứng của người nhận sẽ ra sao ? liệu rằng mình có đủ khách_quan và đủ tinh_tế để có_thể giải_đáp được những vấn_đề đó hợp cả tình lẫn lý ? đó là điều kỳ_diệu của tiệm tạp_hóa namiya nơi nhận gỡ_rối tơ lòng . tưởng_chừng mỗi câu_chuyện , mỗi nhân_vật sẽ tách_biệt với nhau một_cách độc_lập . vậy_mà , với khả_năng dẫn_dắt cuốn_hút chặt_chẽ của mình , tác_giả keigo đã âm_thầm kết_nối các câu_chuyện , các nhân_vật với nhau vừa tinh_tế lại vừa hợp_lý . trải dài 5 chương là sự đan_xen giữa câu_chuyện của các nhân_vật , những bức thư xin tư_vấn và thư hồi_âm từ tiệm tạp_hóa . điểm chung của các nhân_vật đến từ trại trẻ mồ_côi marumitsu và tiệm tạp_hóa namiya . và cũng bằng sự tài_tình trong lối dẫn truyện khéo_léo của tác_giả keigo , mình cũng dần nhận ra những sợi dây vô_hình gắn_kết giữa các nhân_vật , các câu_chuyện . trong số những tác_phẩm được xuất_bản tại việt_nam của tác_giả keigo thì đây là tác_phẩm đầu_tiên mình chọn đọc . điều kỳ_diệu của tiệm tạp_hóa namiya có_thể không gay_cấn , hồi_hộp như những tác_phẩm khác của bác , song , vẫn khiến mình bị mê_hoặc trong cách thắt mở nút các vấn_đề . bên cạnh đó còn là những giây_phút lắng lòng để mình có_thể suy_ngẫm về mối quan_hệ giữa người với người , gia_đình , bạn_bè , sự_nghiệp , ... được tác_giả lồng_ghép vừa_vặn vào các câu_chuyện . và có lúc đang đọc dở , mình phải dừng lại vì có cảm_giác cái gì đó nghèn_nghẹn ở lồng_ngực . mình tự hỏi rằng , có phải phần_nào đó câu_chuyện của các nhân_vật trong truyện đã chạm đến ngõ_ngách sâu thẳm nhất bên trong mình . dù mục_đích là quấy_rối hay trêu đùa thì người gửi thư cho tiệm tạp_hóa namiya về cơ_bản cũng giống như những người nhờ tư_vấn bình_thường khác . tâm_hồn họ hé mở ở đâu_đó , những thứ quan_trọng theo đó mà chảy ra . không_thể phớt_lờ tiếng lòng của người khác được . rốt_cuộc thì ta chỉ có_thể tạo_dựng cuộc_đời bằng chính sức_lực của mình mà thôi . chừng nào gia_đình còn ở trên cùng một con thuyền thì vẫn có khả_năng cả gia_đình trở về con đường đúng . một_khi tâm_trí đã rời xa thì không bao_giờ có_thể gắn_kết lại . nếu ví những người nhờ tôi tư_vấn là kẻ lạc đường thì phần_đông trong số họ ở tình_trạng có bản_đồ nhưng không chịu xem hoặc không biết vị_trí hiện_tại của mình . nhưng có_lẽ bạn không thuộc loại nào trong hai loại này . bản_đồ của bạn vẫn còn là tờ giấy trắng . bạn đang ở trong tình_trạng dù rất muốn quyết_định đích đến nhưng lại không biết đường đi nằm ở đâu . bản_đồ là giấy trắng thì dĩ_nhiên là lúng_túng rồi . ai cũng sẽ thấy mất phương_hướng . nhưng bạn hãy thử thay_đổi cách nhìn . vì còn là giấy trắng nên bạn có_thể vẽ bất_kỳ bản_đồ nào . tất_cả là tùy ở bạn . mọi thứ đều tự_do , khả_năng là vô_tận . điều này thật tuyệt . tôi mong bạn hãy tin vào bản_thân và cháy hết_mình với cuộc_đời .",5,"[1, 2, 3]","[1, 2, 3]",0
"mình đã đọc hết và cảm_giác rất tuyệt . tưởng_chừng các chương không liên_quan đến nhau nhưng nó lại rất liên_quan tiệm tạp_hóa namiya . mình rất thích tiki giao hàng rất nhanh , người giao hàng dễ_thương . lần thứ hai mình mua rồi , cảm_thấy rất hài_lòng ! !",5,"[2, 3, 4]","[2, 3, 4]",0
"bao_bì đẹp , đóng_gói cẩn_thận . mua sách của tiki đã rất nhiều năm nay , vẫn luôn hài_lòng về dịch_vụ và chất_lượng . sẽ luôn ủng_hộ tiki .",5,"[1, 2, 4]","[1, 2, 4]",0
"giao hàng nhanh , sách nguyên_vẹn , sách hay nha thích cuốn này lâu rồi nhưng đợi mãi đến hôm_qua thì cũng sale 50 nên chốt liền",5,"[2, 3, 4]","[2, 3, 4]",0
hộp có hơi rách nhưng sách ở bên trong vẫn rất đẹp . được tặng kèm bookmarks xinh,5,[2],[2],0
cuốn này đọc cuốn lắm luôn . làm cho mình cứ lật mãi lật mãi . những câu_chuyện tưởng_chừng không liên_quan nhưng nó liên_quan đến bất_ngờ . mỗi câu_chuyện đáng để suy_ngẫm theo cá_nhân mỗi ng,5,[2],[2],0
"quà gói cẩn_thận , đẹp , có tâm , thích_hợp mua làm_quà tặng . lần sau sẽ ủng_hộ tiếp . cám_ơn shop !",5,[2],[2],0
"giao hàng nhanh , giá mua sale nên rất rẻ ạa . về nội_dung thì chắc do mình đọc phía sau nghi can x trước nên đọc cuốn này nó cứ khiến mình thấy hơi nhẹ_nhàng quá và không có gì đọng lại cả . nchung là vẫn ưng nhất là phía sau nghi can x ạ",5,"[2, 3, 4]","[2, 3, 4]",0
nghe thiên_hạ_đồn quyển này hay lắm thuộc top siêu phẩm của bác keigo higashino nên tậu về đọc và sưu_tầm sách của bác ấy,5,[2],[2],0
"nội_dung hấp_dẫn . cách kể chuyện , liên_kết các tình_tiết , nhân_vật , không_gian và thời_gian luôn khiến ta đi hết bất_ngờ này đến bất_ngờ khác .",5,[2],[2],0
sách đóng_gói cẩn_thận nội_dung rất hay,5,"[2, 4]","[2, 4]",0
"đơn sa cấu_hình lâ n na y mi nhanh nhâ n không đươ c ha i lo ng cho lă m , nhưng cuô n sa cấu_hình na y nhâ n đươ c không vâ n đê gi . sa cấu_hình đe_p , thơm , co ca c câu chuyê n bên trong ca mình đô ng , vui ve . la cuô n sa cấu_hình đa đươ c đánh_giá râ t râ t nhiê u trong cô ng đô ng mo t_sa ch . không uô ng công mi nhanh mong đơ i",5,[2],[2],0
mik rất thích bìa và màu của cuốn sách này . chất_lượng giấy ổn lắm nè . mọi thứ đều khá okela . mik rất mong_chờ nội_dung của cuốn sách,5,[2],[2],0
hayy,5,[2],[2],0
sách không bị toè ra mừng ghê 3 không biết nói gì hơn ngoài từ rất tốt luôn 33,5,[2],[2],0
"sách rất đẹp , giao hàng nhanh . mình đã nghe về tác_giả cũng như cuốn sách này rất nhiều rồi .",5,"[2, 4]","[2, 4]",0
"cuốn sách đầu_tiên của bác keigo mà mình đọc . những câu_chuyện rời_rạc nhưng liên_quan chặt_chẽ với nhau rất lôi_cuốn . giọng văn dễ thấm , nhẹ_nhàng . truyện có yếu_tố kì_diệu có yếu_tố tình_cảm rất tinh_tế . đọc đến đoạn cuối thì mình cũng khóc luôn huhu , làm mình liên_tưởng tới cuốn khu vườn mùa hạ . phải tậu thêm sách của bác keigo mới được . tiki giao sách đẹp , không bị gì hết , bìa sách đẹp cầm sướng tay lắm luôn",5,"[2, 4]","[2, 4]",0
"giao hàng đúng dự_kiến , nhanh , người giao hàng hơi khó_chịu . sách mới , lung_linh , mua hàng tiki cũng được 2 3 lần và lần nào cũng tốt . nội_dung thì quá_ư u_mê , bình_dị yên bình , rất nhẹ_nhàng mà vẫn có gì đó sâu_lắng , riêng cá_nhân mình rất thích",5,"[2, 4]","[2, 4]",0
"sách đẹp cực , giấy hơi mỏng nhưng mà mùi thơm lắm vậy tiki giao hàng nhanh nữa nè 33 nội_dung thì lướt qua vài trang có vẻ đáng đọc , thú_vị , kỳ_diệu lung_linh như bìa sách và tên truyện vậy .",5,"[2, 4]","[2, 4]",0
"mình đã đọc rất nhiều bình_luận tốt về cuốn sách này trước khi quyết_định mua và có_thể nói rằng , sau khi đã đọc hết , những lời khen dành cho cuốn sách là không hề làm quá lên .",5,[2],[2],0
"không phải bàn_cãi về khu đóng_gói hàng tâm_linh của tiki rồi , móp 1 chút ở sách như hình chưa đọc hết nhưng mà cuốn lắm",5,"[2, 4]","[2, 4]",0
"mua lâu rồi mà mãi mới có thời_gian để đọc , quyển này mình đọc là lần thứ 2 , lần nào đọc cũng xúc_động và ngỡ_ngàng trước các mối quan_hệ của các nhân_vật",5,[2],[2],0
"aww tui chờ quyển này lâu rồi , sách hay với bìa ngoài xinh nhắm mọi người đáng 5 nhaa",5,[2],[2],0
"giao siêu nhanh , sách về không bị lõm gáy , vẫn được bọc đàng_hoàng",5,[4],[4],0
"giao hàng siêu nhanh , chiều qua đặt là sáng nay có hàng r . sách mua tặng bạn , địa_chỉ người nhận đặt nhà bạn luôn nên cũng không biết tình_trạng hàng đến như nào",5,"[2, 4]","[2, 4]",0
"huhu , đọc không dừng lại được á . hay cực . từ cách kết_hợp các mốc thời_gian đến mối liên_hệ giữa các nhân_vật trong dòng thời_gian , thật quá tài_tình , đầy tính logic . những câu_chuyện đời_sống nhẹ_nhàng , tràn_đầy tình_cảm , nhưng vô_cùng lôi_cuốn , những khúc_mắc không lời_giải_đáp đến với tiệm tạp_hóa namiya , từ sâu trong tâm_hồn , mọi người đều có được lời_giải cho riêng mình . những nhân_vật tưởng_chừng_như là những cuộc_đời xa_lạ lại có một sợi dây liên_kết thần_kì , từ tiệm tạp_hóa namiya đến trại trẻ marumitsu . trong cuộc_sống tràn_đầy mưu_mô và vụ_lợi , trong nền kinh_tế ngày_càng phát_triển phủ lấp đi tình người , thì đâu_đó , vẫn có một ngọn lửa tình người luôn nhen_nhóm chực chờ bùng cháy .",5,"[2, 3]","[2, 3]",0
"sách tuy không có bọc nhưng cũng không xước gì , giao hàng khá nhanh , tuy_nhiên vì không có bọc nên dán trực_tiếp mã sản_phẩm vào bìa sách . cuốn này được đánh_giá cao và bán_chạy trong các tập của bác keigo . nên mua nhé mọi người . canh sale 35 mua cũng tốt dòi",5,"[2, 3, 4]","[2, 3, 4]",0
"hay thật_sự ! lần đầu mình thử thể_loại kì_ảo giả_tưởng và không hề thất_vọng một_chút nào . những câu_chuyện , nhân_vật tưởng_chừng chẳng hề liên_quan gì với nhau lại bất_ngờ thay được tác_giả kết_nối bằng sự liên_kết hài_hoà đến lạ . mình khá ít khi đọc truyện của tác_giả nhật nhưng quyển này thật_sự rất ý_nghĩa và dễ đọc . lối hành_văn của tác_giả khiến ta cảm_tưởng như mình đang được nghe kể chuyện vậy . mình cầm sách lên là vào mạch truyện liền một_cách nhanh_chóng việc này rất hiếm khi xảy ra trừ những lúc không_gian xung_quanh cực_kì im_lặng và đọc luông_tuồng như_thể quen từng câu chữ trong đó rồi vậy . tiệm tạp_hoá namiya quả là kì_diệu và tâm_hồn của chủ tiệm thì đẹp đến mủi_lòng . tuy chỉ là nhân_vật trong truyện thôi nhưng ông mang lại cho mình cảm_giác bình_yên nhẹ_nhàng . khép sách lại đã qua mấy ngày nhưng bản_thân mình cứ không ngừng nghĩ về mỗi câu_chuyện , hồi_tưởng lại một_cách chậm_rãi tựa một thước phim . nói_chung là rất must read mọi người ạ . bên cạnh đó cũng cảm_ơn tiki vì giao hàng rất nhanh và sách không bị hư_hỏng gì .",5,"[2, 3, 4]","[2, 3, 4]",0
sách về xinh lắm luôn . giao hàng lại nhanh nừa chắc vì_vậy mà cái hộp đựng hàng nó nát luôn nhưng may không ảnh_hưởng nhiều đến sách . mình mới đọc được 1 ít nhưng thấy sách khá hay 3,5,"[2, 4]","[2, 4]",0
"sách đẹp , chất_lượng , giấy rất ổn . được gói hàng bằng màng bọc thực_phẩm , chắc vậy chớ gì . tuy_nhiên không có bookmart",5,"[2, 4]","[2, 4]",0
"mình đã đọc 1 lèo , cá_nhân mình thấy cuốn sách rất nhân_văn và cuốn_hút mọi người ạ . sau đó mình thấy 1 điều như này mọi điều quanh ta đều phản_ánh ta . chúc mọi người có những giây_phút vui_vẻ",5,[2],[2],0
"đây là 1 trong những quyển sách hay nhất mà tôi từng đọc . tôi luôn giới_thiệu cho mọi người xung_quanh khi biết họ cũng có sở_thích đọc sách . từ câu_chuyện mang hướng đời_thường , tới cách triển_khai nhân_vật , mối liên_kết của các nhân_vật , ... tất_cả đối_với tôi đều rất hoàn_hảo . nếu bạn còn phân_vân nên mua hay không ? cuộc_đời ai cũng có nhiều tiếc_nuối , nhưng nếu bạn đã đọc tác_phẩm này thì bạn sẽ bớt đi 1 điều tiếc_nuối trong cuộc_đời này đó .",5,[2],[2],0
"sách to , dày . cửa_hàng giao hàng nhanh kinh_khủng , còn săn sale được giá khá hời",5,"[3, 4]","[3, 4]",0
"cửa_hàng giao hàng nhanh cực đóng_gói sản_phẩm kỹ , không bị móp hay trầy mới đọc 1 đoạn th đã thấy hay r , mọi người nên mua sách",5,"[2, 4]","[2, 4]",0
"giao hàng gấc nhanh , sách được bảo_quản chống sốc gấc tốt , nội_dung gấc hay , gấc cảm_ơn .",5,"[2, 4]","[2, 4]",0
trừ lần tiki giao hàng chậm cả tháng trời cho mình thì chưa bao_giờ thất_vọng với sách của tiki cả . mua vì thấy nhiều bạn đánh_giá hay nhưng đúng là nó hay thật ! mình đọc một_mạch trong 1 ngày và giờ thì không có từ nào để diễn_tả cảm_xúc bản_thân sau khi đọc xong nó . tuy các tình_tiết không giật_gân ấn_tượng như trong các tiểu_thuyết trinh_thám của keigo nhưng đều rất nhân_văn !,4,"[2, 3, 4]","[2, 3, 4]",0
"mỗi nhân_vật đều mang lại một câu_chuyện khác nhau , tưởng_chừng xa_lạ nhưng lại đều có một sợi dây liên_kết . mỗi chi_tiết nhỏ được đưa ra đều có một lời giải_thích . sách hay lắm ạ , thật_sự hay .",5,[2],[2],0
"hàng đẹp , giao nhanh , nói_chung là sách hoàn_hảo không có gì để nói_chuyện",5,"[2, 4]","[2, 4]",0
"mới đặt hôm_qua , nay có hàng rồi , giao nhanh thiệt sự lun , sách đẹp nữa",5,"[2, 4]","[2, 4]",0
nghe bảo quyển này hay lắm ạ nhất_định sẽ đọc sớm,5,[2],[2],0
"nội_dung sách và bọc sách kĩ khỏi bàn . vấn_đề là giao hàng quá lâu , đặt hơn 1 tháng mới nhận . muốn hủy_đơn đặt chỗ khác nhưng không được do đơn hàng trong trạng_thái đang vận_chuyển",5,"[2, 4]","[2, 4]",0
"đặt sách ở tiki thích ghê mới đặt tối qua thì sáng giao luôn . sách đẹp , bao_bọc kỹ , chưa đọc nên chưa biết nội_dung ra sao .",5,"[2, 4]","[2, 4]",0
ai cũng rcm bảo là must read nên mình cũng rất mong_chờ . sách giao đẹp nhanh màk mình mua 3 4 cuốn không được cho bookmark nào hết bùn gêr,5,"[2, 4]","[2, 4]",0
